First_Name,Second_Name,Party,Vote,Num_Meeting,Num_Vote
Lubomír,Zaorálek,ÈSSD,A,1,14
Hana,Aulická,KSÈM,A,1,14
Alexander,Èernı,KSÈM,A,1,14
Jiøí,Dolejš,KSÈM,A,1,14
Vojtìch,Filip,KSÈM,A,1,14
Miroslav,Grebeníèek,KSÈM,A,1,14
Stanislav,Grospiè,KSÈM,A,1,14
Vladimír,Koníèek,KSÈM,A,1,14
Pavel,Kováèik,KSÈM,M,1,14
Leo,Luzar,KSÈM,A,1,14
Kvìta,Matušovská,KSÈM,A,1,14
Zdenìk,Ondráèek,KSÈM,A,1,14
Daniel,Pawlas,KSÈM,A,1,14
Ivo,Pojeznı,KSÈM,A,1,14
Jiøí,Valenta,KSÈM,A,1,14
Miloslava,Vostrá,KSÈM,A,1,14
Jan,Bartošek,KDU-ÈSL,A,1,14
Pavel,Bìlobrádek,KDU-ÈSL,A,1,14
Ondøej,Benešík,KDU-ÈSL,A,1,14
Jan,Èiinskı,KDU-ÈSL,A,1,14
Pavla,Golasowská,KDU-ÈSL,A,1,14
Stanislav,Juránek,KDU-ÈSL,A,1,14
Marian,Jureèka,KDU-ÈSL,M,1,14
Vít,Kaòkovskı,KDU-ÈSL,A,1,14
Jiøí,Mihola,KDU-ÈSL,A,1,14
Marek,Vıbornı,KDU-ÈSL,A,1,14
Dominik,Feri,TOP09,A,1,14
Miroslav,Kalousek,TOP09,M,1,14
Helena,Langšádlová,TOP09,A,1,14
Markéta,Pekarová,TOP09,A,1,14
Karel,Schwarzenberg,TOP09,Z,1,14
František,Vácha,TOP09,M,1,14
Vlastimil,Válek,TOP09,A,1,14
Jan,Farskı,STAN,A,1,14
Petr,Gazdík,STAN,A,1,14
Vìra,Kováøová,STAN,A,1,14
Jana,Krutáková,STAN,A,1,14
Petr,Pávek,STAN,A,1,14
Vít,Rakušan,STAN,A,1,14
Vìra,Adámková,ANO,A,1,15
Andrej,Babiš,ANO,0,1,15
Andrea,Babišová,ANO,A,1,15
Margita,Balaštíková,ANO,A,1,15
Josef,Bìlica,ANO,A,1,15
Stanislav,Berkovec,ANO,A,1,15
Jiøí,Bláha,ANO,A,1,15
Richard,Brabec,ANO,A,1,15
Milan,Brázdil,ANO,Z,1,15
Andrea,Brzobohatá,ANO,A,1,15
Jaroslav,Boch,ANO,A,1,15
Klára,Dostálová,ANO,A,1,15
Lenka,Drailová,ANO,A,1,15
Jaroslav,Faltınek,ANO,A,1,15
Kamal,Farhan,ANO,A,1,15
Milan,Feranec,ANO,A,1,15
Eva,Fialová,ANO,A,1,15
Stanislav,Fridrich,ANO,A,1,15
Josef,Hájek,ANO,A,1,15
Milan,Hnilièka,ANO,A,1,15
Ivan,Jáè,ANO,A,1,15
Miloslav,Janulík,ANO,A,1,15
Aleš,Juchelka,ANO,A,1,15
Pavel,Juøíèek,ANO,A,1,15
Adam,Kalous,ANO,A,1,15
David,Kasal,ANO,A,1,15
Tomáš,Kohoutek,ANO,A,1,15
Martin,Kolovratník,ANO,A,1,15
Barbora,Koøanová,ANO,A,1,15
Josef,Kott,ANO,A,1,15
Robert,Králíèek,ANO,A,1,15
Roman,Kubíèek,ANO,A,1,15
Jan,Kubík,ANO,A,1,15
Jaroslav,Kytır,ANO,A,1,15
Taána,Malá,ANO,A,1,15
Pøemysl,Mališ,ANO,A,1,15
Jiøí,Mašek,ANO,A,1,15
Eva,Matyášová,ANO,A,1,15
Radka,Maxová,ANO,A,1,15
Marcela,Melková,ANO,A,1,15
Jana,Mraèková,ANO,A,1,15
Patrik,Nacher,ANO,A,1,15
Marek,Novák,ANO,A,1,15
Monika,Oborná,ANO,A,1,15
Ladislav,Okleštìk,ANO,A,1,15
Zuzana,Oanová,ANO,A,1,15
Jana,Pastuchová,ANO,A,1,15
Robert,Pelikán,ANO,A,1,15
František,Petrtıl,ANO,A,1,15
Pavel,Plzák,ANO,A,1,15
Milan,Pour,ANO,A,1,15
David,Praák,ANO,A,1,15
Vìra,Procházková,ANO,A,1,15
Pavel,Pustìjovskı,ANO,A,1,15
Karel,Rais,ANO,A,1,15
Michal,Ratiborskı,ANO,A,1,15
Jan,Richter,ANO,Z,1,15
Miloslava,Rutová,ANO,A,1,15
Pavel,Rùièka,ANO,A,1,15
Jan,Øehounek,ANO,A,1,15
Petr,Sadovskı,ANO,A,1,15
Jan,Schiller,ANO,A,1,15
Pavel,Stanìk,ANO,A,1,15
Martin,Stropnickı,ANO,A,1,15
Jiøí,Strıèek,ANO,A,1,15
Karla,Šlechtová,ANO,M,1,15
Julius,Špièák,ANO,A,1,15
David,Štolpa,ANO,A,1,15
Dan,ok,ANO,A,1,15
Karel,Tureèek,ANO,A,1,15
Helena,Válková,ANO,A,1,15
Adam,Vojtìch,ANO,Z,1,15
Jan,Volnı,ANO,A,1,15
Radek,Vondráèek,ANO,A,1,15
Ivo,Vondrák,ANO,A,1,15
Petr,Vrána,ANO,A,1,15
Rostislav,Vyzula,ANO,A,1,15
Radek,Zlesák,ANO,A,1,15
Ivan,Adamec,ODS,A,1,15
Jan,Bauer,ODS,A,1,15
Martin,Baxa,ODS,A,1,15
Petr,Beitl,ODS,A,1,15
Marek,Benda,ODS,A,1,15
Stanislav,Blaha,ODS,A,1,15
Pavel,Blaek,ODS,A,1,15
Jana,Èernochová,ODS,A,1,15
Petr,Fiala,ODS,A,1,15
Jakub,Janda,ODS,A,1,15
Václav,Klaus,ODS,A,1,15
Karel,Krejza,ODS,A,1,15
Martin,Kupka,ODS,A,1,15
Zuzana,Majerová,ODS,A,1,15
Jaroslav,Martinù,ODS,A,1,15
Ilona,Mauritzová,ODS,A,1,15
Vojtìch,Munzar,ODS,A,1,15
Miroslava,Nìmcová,ODS,A,1,15
Jan,Skopeèek,ODS,A,1,15
Zbynìk,Stanjura,ODS,A,1,15
Bohuslav,Svoboda,ODS,A,1,15
Jiøí,Ventruba,ODS,A,1,15
Veronika,Vrecionová,ODS,A,1,15
Jan,Zahradník,ODS,A,1,15
Pavel,áèek,ODS,A,1,15
Dana,Balcarová,Piráti,A,1,15
Lukáš,Bartoò,Piráti,A,1,15
Ivan,Bartoš,Piráti,A,1,15
Lukáš,Èernohorskı,Piráti,A,1,15
František,Elfmark,Piráti,A,1,15
Mikuláš,Ferjenèík,Piráti,A,1,15
Radek,Holomèík,Piráti,A,1,15
Martin,Jiránek,Piráti,A,1,15
Lukáš,Koláøík,Piráti,A,1,15
František,Kopøiva,Piráti,A,1,15
Lenka,Kozlová,Piráti,A,1,15
Jan,Lipavskı,Piráti,A,1,15
Tomáš,Martínek,Piráti,A,1,15
Jakub,Michálek,Piráti,A,1,15
Mikuláš,Peksa,Piráti,A,1,15
Vojtìch,Pikal,Piráti,A,1,15
Ondøej,Polanskı,Piráti,A,1,15
Jan,Pošváø,Piráti,A,1,15
Ondøej,Profant,Piráti,A,1,15
Olga,Richterová,Piráti,A,1,15
Petr,Tøešòák,Piráti,A,1,15
Tomáš,Vymazal,Piráti,A,1,15
Marian,Bojko,SPD,A,1,15
Jaroslav,Dvoøák,SPD,A,1,15
Radim,Fiala,SPD,A,1,15
Jaroslav,Holík,SPD,A,1,15
Jan,Hrnèíø,SPD,A,1,15
Tereza,Hyhová,SPD,A,1,15
Monika,Jarošová,SPD,A,1,15
Pavel,Jelínek,SPD,A,1,15
Jiøí,Kobza,SPD,A,1,15
Jiøí,Kohoutek,SPD,M,1,15
Radek,Koten,SPD,A,1,15
Jana,Levová,SPD,A,1,15
Karla,Maøíková,SPD,A,1,15
Ivana,Nevludová,SPD,A,1,15
Tomio,Okamura,SPD,A,1,15
Zdenìk,Podal,SPD,A,1,15
Miloslav,Rozner,SPD,A,1,15
Radek,Rozvoral,SPD,A,1,15
Lucie,Šafránková,SPD,A,1,15
Lubomír,Španìl,SPD,A,1,15
Radovan,Vích,SPD,A,1,15
Lubomír,Volnı,SPD,A,1,15
Jiøí,Bìhounek,ÈSSD,A,1,15
Jan,Birke,ÈSSD,M,1,15
Petr,Dolínek,ÈSSD,A,1,15
Jaroslav,Foldyna,ÈSSD,0,1,15
Alena,Gajdùšková,ÈSSD,A,1,15
Jan,Hamáèek,ÈSSD,A,1,15
Tomáš,Hanzel,ÈSSD,A,1,15
Milan,Chovanec,ÈSSD,M,1,15
Jan,Chvojka,ÈSSD,A,1,15
Roman,Onderka,ÈSSD,A,1,15
Bohuslav,Sobotka,ÈSSD,A,1,15
Antonín,Stanìk,ÈSSD,A,1,15
Kateøina,Valachová,ÈSSD,A,1,15
Ondøej,Veselı,ÈSSD,A,1,15
Lubomír,Zaorálek,ÈSSD,A,1,15
Hana,Aulická,KSÈM,A,1,15
Alexander,Èernı,KSÈM,A,1,15
Jiøí,Dolejš,KSÈM,A,1,15
Vojtìch,Filip,KSÈM,A,1,15
Miroslav,Grebeníèek,KSÈM,A,1,15
Stanislav,Grospiè,KSÈM,A,1,15
Vladimír,Koníèek,KSÈM,A,1,15
Pavel,Kováèik,KSÈM,M,1,15
Leo,Luzar,KSÈM,A,1,15
Kvìta,Matušovská,KSÈM,A,1,15
Zdenìk,Ondráèek,KSÈM,A,1,15
Daniel,Pawlas,KSÈM,A,1,15
Ivo,Pojeznı,KSÈM,A,1,15
Jiøí,Valenta,KSÈM,A,1,15
Miloslava,Vostrá,KSÈM,A,1,15
Jan,Bartošek,KDU-ÈSL,A,1,15
Pavel,Bìlobrádek,KDU-ÈSL,A,1,15
Ondøej,Benešík,KDU-ÈSL,A,1,15
Jan,Èiinskı,KDU-ÈSL,A,1,15
Pavla,Golasowská,KDU-ÈSL,A,1,15
Stanislav,Juránek,KDU-ÈSL,A,1,15
Marian,Jureèka,KDU-ÈSL,M,1,15
Vít,Kaòkovskı,KDU-ÈSL,A,1,15
Jiøí,Mihola,KDU-ÈSL,A,1,15
Marek,Vıbornı,KDU-ÈSL,A,1,15
Dominik,Feri,TOP09,A,1,15
Miroslav,Kalousek,TOP09,M,1,15
Helena,Langšádlová,TOP09,A,1,15
Markéta,Pekarová,TOP09,A,1,15
Karel,Schwarzenberg,TOP09,Z,1,15
František,Vácha,TOP09,M,1,15
Vlastimil,Válek,TOP09,A,1,15
Jan,Farskı,STAN,A,1,15
Petr,Gazdík,STAN,A,1,15
Vìra,Kováøová,STAN,A,1,15
Jana,Krutáková,STAN,A,1,15
Petr,Pávek,STAN,A,1,15
Vít,Rakušan,STAN,A,1,15
Vìra,Adámková,ANO,A,1,16
Andrej,Babiš,ANO,0,1,16
Andrea,Babišová,ANO,A,1,16
Margita,Balaštíková,ANO,A,1,16
Josef,Bìlica,ANO,A,1,16
Stanislav,Berkovec,ANO,A,1,16
Jiøí,Bláha,ANO,A,1,16
Richard,Brabec,ANO,A,1,16
Milan,Brázdil,ANO,Z,1,16
Andrea,Brzobohatá,ANO,A,1,16
Jaroslav,Boch,ANO,A,1,16
Klára,Dostálová,ANO,A,1,16
Lenka,Drailová,ANO,A,1,16
Jaroslav,Faltınek,ANO,A,1,16
Kamal,Farhan,ANO,A,1,16
Milan,Feranec,ANO,A,1,16
Eva,Fialová,ANO,A,1,16
Stanislav,Fridrich,ANO,A,1,16
Josef,Hájek,ANO,A,1,16
Milan,Hnilièka,ANO,A,1,16
Ivan,Jáè,ANO,A,1,16
Miloslav,Janulík,ANO,A,1,16
Aleš,Juchelka,ANO,A,1,16
Pavel,Juøíèek,ANO,A,1,16
Adam,Kalous,ANO,A,1,16
David,Kasal,ANO,A,1,16
Tomáš,Kohoutek,ANO,A,1,16
Martin,Kolovratník,ANO,A,1,16
Barbora,Koøanová,ANO,A,1,16
Josef,Kott,ANO,A,1,16
Robert,Králíèek,ANO,A,1,16
Roman,Kubíèek,ANO,A,1,16
Jan,Kubík,ANO,A,1,16
Jaroslav,Kytır,ANO,A,1,16
Taána,Malá,ANO,A,1,16
Pøemysl,Mališ,ANO,A,1,16
Jiøí,Mašek,ANO,A,1,16
Eva,Matyášová,ANO,A,1,16
Radka,Maxová,ANO,A,1,16
Marcela,Melková,ANO,A,1,16
Jana,Mraèková,ANO,A,1,16
Patrik,Nacher,ANO,A,1,16
Marek,Novák,ANO,A,1,16
Monika,Oborná,ANO,A,1,16
Ladislav,Okleštìk,ANO,A,1,16
Zuzana,Oanová,ANO,A,1,16
Jana,Pastuchová,ANO,A,1,16
Robert,Pelikán,ANO,A,1,16
František,Petrtıl,ANO,A,1,16
Pavel,Plzák,ANO,A,1,16
Milan,Pour,ANO,A,1,16
David,Praák,ANO,A,1,16
Vìra,Procházková,ANO,A,1,16
Pavel,Pustìjovskı,ANO,A,1,16
Karel,Rais,ANO,A,1,16
Michal,Ratiborskı,ANO,A,1,16
Jan,Richter,ANO,A,1,16
Miloslava,Rutová,ANO,A,1,16
Pavel,Rùièka,ANO,A,1,16
Jan,Øehounek,ANO,A,1,16
Petr,Sadovskı,ANO,A,1,16
Jan,Schiller,ANO,A,1,16
Pavel,Stanìk,ANO,A,1,16
Martin,Stropnickı,ANO,A,1,16
Jiøí,Strıèek,ANO,A,1,16
Karla,Šlechtová,ANO,M,1,16
Julius,Špièák,ANO,A,1,16
David,Štolpa,ANO,A,1,16
Dan,ok,ANO,A,1,16
Karel,Tureèek,ANO,A,1,16
Helena,Válková,ANO,A,1,16
Adam,Vojtìch,ANO,Z,1,16
Jan,Volnı,ANO,A,1,16
Radek,Vondráèek,ANO,A,1,16
Ivo,Vondrák,ANO,A,1,16
Petr,Vrána,ANO,A,1,16
Rostislav,Vyzula,ANO,A,1,16
Radek,Zlesák,ANO,A,1,16
Ivan,Adamec,ODS,A,1,16
Jan,Bauer,ODS,A,1,16
Martin,Baxa,ODS,A,1,16
Petr,Beitl,ODS,A,1,16
Marek,Benda,ODS,A,1,16
Stanislav,Blaha,ODS,A,1,16
Pavel,Blaek,ODS,A,1,16
Jana,Èernochová,ODS,A,1,16
Petr,Fiala,ODS,A,1,16
Jakub,Janda,ODS,A,1,16
Václav,Klaus,ODS,A,1,16
Karel,Krejza,ODS,A,1,16
Martin,Kupka,ODS,A,1,16
Zuzana,Majerová,ODS,A,1,16
Jaroslav,Martinù,ODS,A,1,16
Ilona,Mauritzová,ODS,A,1,16
Vojtìch,Munzar,ODS,A,1,16
Miroslava,Nìmcová,ODS,A,1,16
Jan,Skopeèek,ODS,A,1,16
Zbynìk,Stanjura,ODS,A,1,16
Bohuslav,Svoboda,ODS,A,1,16
Jiøí,Ventruba,ODS,A,1,16
Veronika,Vrecionová,ODS,A,1,16
Jan,Zahradník,ODS,A,1,16
Pavel,áèek,ODS,A,1,16
Dana,Balcarová,Piráti,A,1,16
Lukáš,Bartoò,Piráti,A,1,16
Ivan,Bartoš,Piráti,A,1,16
Lukáš,Èernohorskı,Piráti,A,1,16
František,Elfmark,Piráti,A,1,16
Mikuláš,Ferjenèík,Piráti,A,1,16
Radek,Holomèík,Piráti,A,1,16
Martin,Jiránek,Piráti,A,1,16
Lukáš,Koláøík,Piráti,A,1,16
František,Kopøiva,Piráti,A,1,16
Lenka,Kozlová,Piráti,A,1,16
Jan,Lipavskı,Piráti,A,1,16
Tomáš,Martínek,Piráti,A,1,16
Jakub,Michálek,Piráti,A,1,16
Mikuláš,Peksa,Piráti,A,1,16
Vojtìch,Pikal,Piráti,A,1,16
Ondøej,Polanskı,Piráti,A,1,16
Jan,Pošváø,Piráti,A,1,16
Ondøej,Profant,Piráti,A,1,16
Olga,Richterová,Piráti,A,1,16
Petr,Tøešòák,Piráti,A,1,16
Tomáš,Vymazal,Piráti,A,1,16
Marian,Bojko,SPD,A,1,16
Jaroslav,Dvoøák,SPD,A,1,16
Radim,Fiala,SPD,A,1,16
Jaroslav,Holík,SPD,A,1,16
Jan,Hrnèíø,SPD,A,1,16
Tereza,Hyhová,SPD,A,1,16
Monika,Jarošová,SPD,A,1,16
Pavel,Jelínek,SPD,A,1,16
Jiøí,Kobza,SPD,A,1,16
Jiøí,Kohoutek,SPD,M,1,16
Radek,Koten,SPD,A,1,16
Jana,Levová,SPD,A,1,16
Karla,Maøíková,SPD,A,1,16
Ivana,Nevludová,SPD,A,1,16
Tomio,Okamura,SPD,A,1,16
Zdenìk,Podal,SPD,A,1,16
Miloslav,Rozner,SPD,A,1,16
Radek,Rozvoral,SPD,A,1,16
Lucie,Šafránková,SPD,A,1,16
Lubomír,Španìl,SPD,A,1,16
Radovan,Vích,SPD,A,1,16
Lubomír,Volnı,SPD,A,1,16
Jiøí,Bìhounek,ÈSSD,A,1,16
Jan,Birke,ÈSSD,M,1,16
Petr,Dolínek,ÈSSD,A,1,16
Jaroslav,Foldyna,ÈSSD,0,1,16
Alena,Gajdùšková,ÈSSD,A,1,16
Jan,Hamáèek,ÈSSD,A,1,16
Tomáš,Hanzel,ÈSSD,A,1,16
Milan,Chovanec,ÈSSD,M,1,16
Jan,Chvojka,ÈSSD,A,1,16
Roman,Onderka,ÈSSD,A,1,16
Bohuslav,Sobotka,ÈSSD,A,1,16
Antonín,Stanìk,ÈSSD,A,1,16
Kateøina,Valachová,ÈSSD,A,1,16
Ondøej,Veselı,ÈSSD,A,1,16
Lubomír,Zaorálek,ÈSSD,A,1,16
Hana,Aulická,KSÈM,A,1,16
Alexander,Èernı,KSÈM,A,1,16
Jiøí,Dolejš,KSÈM,A,1,16
Vojtìch,Filip,KSÈM,A,1,16
Miroslav,Grebeníèek,KSÈM,A,1,16
Stanislav,Grospiè,KSÈM,A,1,16
Vladimír,Koníèek,KSÈM,A,1,16
Pavel,Kováèik,KSÈM,M,1,16
Leo,Luzar,KSÈM,A,1,16
Kvìta,Matušovská,KSÈM,A,1,16
Zdenìk,Ondráèek,KSÈM,A,1,16
Daniel,Pawlas,KSÈM,A,1,16
Ivo,Pojeznı,KSÈM,A,1,16
Jiøí,Valenta,KSÈM,A,1,16
Miloslava,Vostrá,KSÈM,A,1,16
Jan,Bartošek,KDU-ÈSL,A,1,16
Pavel,Bìlobrádek,KDU-ÈSL,A,1,16
Ondøej,Benešík,KDU-ÈSL,A,1,16
Jan,Èiinskı,KDU-ÈSL,A,1,16
Pavla,Golasowská,KDU-ÈSL,A,1,16
Stanislav,Juránek,KDU-ÈSL,A,1,16
Marian,Jureèka,KDU-ÈSL,M,1,16
Vít,Kaòkovskı,KDU-ÈSL,A,1,16
Jiøí,Mihola,KDU-ÈSL,A,1,16
Marek,Vıbornı,KDU-ÈSL,A,1,16
Dominik,Feri,TOP09,A,1,16
Miroslav,Kalousek,TOP09,M,1,16
Helena,Langšádlová,TOP09,A,1,16
Markéta,Pekarová,TOP09,A,1,16
Karel,Schwarzenberg,TOP09,Z,1,16
František,Vácha,TOP09,M,1,16
Vlastimil,Válek,TOP09,A,1,16
Jan,Farskı,STAN,A,1,16
Petr,Gazdík,STAN,A,1,16
Vìra,Kováøová,STAN,A,1,16
Jana,Krutáková,STAN,A,1,16
Petr,Pávek,STAN,A,1,16
Vít,Rakušan,STAN,A,1,16
Vìra,Adámková,ANO,A,1,17
Andrej,Babiš,ANO,0,1,17
Andrea,Babišová,ANO,A,1,17
Margita,Balaštíková,ANO,A,1,17
Josef,Bìlica,ANO,A,1,17
Stanislav,Berkovec,ANO,A,1,17
Jiøí,Bláha,ANO,A,1,17
Richard,Brabec,ANO,A,1,17
Milan,Brázdil,ANO,Z,1,17
Andrea,Brzobohatá,ANO,A,1,17
Jaroslav,Boch,ANO,A,1,17
Klára,Dostálová,ANO,A,1,17
Lenka,Drailová,ANO,A,1,17
Jaroslav,Faltınek,ANO,A,1,17
Kamal,Farhan,ANO,A,1,17
Milan,Feranec,ANO,A,1,17
Eva,Fialová,ANO,A,1,17
Stanislav,Fridrich,ANO,A,1,17
Josef,Hájek,ANO,Z,1,17
Milan,Hnilièka,ANO,A,1,17
Ivan,Jáè,ANO,A,1,17
Miloslav,Janulík,ANO,A,1,17
Aleš,Juchelka,ANO,A,1,17
Pavel,Juøíèek,ANO,A,1,17
Adam,Kalous,ANO,A,1,17
David,Kasal,ANO,A,1,17
Tomáš,Kohoutek,ANO,A,1,17
Martin,Kolovratník,ANO,A,1,17
Barbora,Koøanová,ANO,A,1,17
Josef,Kott,ANO,A,1,17
Robert,Králíèek,ANO,A,1,17
Roman,Kubíèek,ANO,A,1,17
Jan,Kubík,ANO,A,1,17
Jaroslav,Kytır,ANO,A,1,17
Taána,Malá,ANO,A,1,17
Pøemysl,Mališ,ANO,A,1,17
Jiøí,Mašek,ANO,A,1,17
Eva,Matyášová,ANO,A,1,17
Radka,Maxová,ANO,A,1,17
Marcela,Melková,ANO,A,1,17
Jana,Mraèková,ANO,A,1,17
Patrik,Nacher,ANO,A,1,17
Marek,Novák,ANO,A,1,17
Monika,Oborná,ANO,A,1,17
Ladislav,Okleštìk,ANO,A,1,17
Zuzana,Oanová,ANO,A,1,17
Jana,Pastuchová,ANO,A,1,17
Robert,Pelikán,ANO,A,1,17
František,Petrtıl,ANO,A,1,17
Pavel,Plzák,ANO,A,1,17
Milan,Pour,ANO,A,1,17
David,Praák,ANO,A,1,17
Vìra,Procházková,ANO,A,1,17
Pavel,Pustìjovskı,ANO,A,1,17
Karel,Rais,ANO,A,1,17
Michal,Ratiborskı,ANO,A,1,17
Jan,Richter,ANO,A,1,17
Miloslava,Rutová,ANO,A,1,17
Pavel,Rùièka,ANO,A,1,17
Jan,Øehounek,ANO,A,1,17
Petr,Sadovskı,ANO,A,1,17
Jan,Schiller,ANO,A,1,17
Pavel,Stanìk,ANO,A,1,17
Martin,Stropnickı,ANO,A,1,17
Jiøí,Strıèek,ANO,A,1,17
Karla,Šlechtová,ANO,M,1,17
Julius,Špièák,ANO,A,1,17
David,Štolpa,ANO,A,1,17
Dan,ok,ANO,A,1,17
Karel,Tureèek,ANO,A,1,17
Helena,Válková,ANO,A,1,17
Adam,Vojtìch,ANO,Z,1,17
Jan,Volnı,ANO,A,1,17
Radek,Vondráèek,ANO,A,1,17
Ivo,Vondrák,ANO,A,1,17
Petr,Vrána,ANO,A,1,17
Rostislav,Vyzula,ANO,A,1,17
Radek,Zlesák,ANO,A,1,17
Ivan,Adamec,ODS,A,1,17
Jan,Bauer,ODS,Z,1,17
Martin,Baxa,ODS,A,1,17
Petr,Beitl,ODS,A,1,17
Marek,Benda,ODS,A,1,17
Stanislav,Blaha,ODS,A,1,17
Pavel,Blaek,ODS,A,1,17
Jana,Èernochová,ODS,A,1,17
Petr,Fiala,ODS,A,1,17
Jakub,Janda,ODS,A,1,17
Václav,Klaus,ODS,A,1,17
Karel,Krejza,ODS,A,1,17
Martin,Kupka,ODS,A,1,17
Zuzana,Majerová,ODS,A,1,17
Jaroslav,Martinù,ODS,A,1,17
Ilona,Mauritzová,ODS,A,1,17
Vojtìch,Munzar,ODS,A,1,17
Miroslava,Nìmcová,ODS,A,1,17
Jan,Skopeèek,ODS,A,1,17
Zbynìk,Stanjura,ODS,A,1,17
Bohuslav,Svoboda,ODS,A,1,17
Jiøí,Ventruba,ODS,A,1,17
Veronika,Vrecionová,ODS,A,1,17
Jan,Zahradník,ODS,A,1,17
Pavel,áèek,ODS,A,1,17
Dana,Balcarová,Piráti,A,1,17
Lukáš,Bartoò,Piráti,A,1,17
Ivan,Bartoš,Piráti,A,1,17
Lukáš,Èernohorskı,Piráti,A,1,17
František,Elfmark,Piráti,A,1,17
Mikuláš,Ferjenèík,Piráti,A,1,17
Radek,Holomèík,Piráti,A,1,17
Martin,Jiránek,Piráti,A,1,17
Lukáš,Koláøík,Piráti,A,1,17
František,Kopøiva,Piráti,A,1,17
Lenka,Kozlová,Piráti,A,1,17
Jan,Lipavskı,Piráti,A,1,17
Tomáš,Martínek,Piráti,A,1,17
Jakub,Michálek,Piráti,A,1,17
Mikuláš,Peksa,Piráti,A,1,17
Vojtìch,Pikal,Piráti,A,1,17
Ondøej,Polanskı,Piráti,A,1,17
Jan,Pošváø,Piráti,A,1,17
Ondøej,Profant,Piráti,A,1,17
Olga,Richterová,Piráti,A,1,17
Petr,Tøešòák,Piráti,A,1,17
Tomáš,Vymazal,Piráti,A,1,17
Marian,Bojko,SPD,A,1,17
Jaroslav,Dvoøák,SPD,A,1,17
Radim,Fiala,SPD,A,1,17
Jaroslav,Holík,SPD,A,1,17
Jan,Hrnèíø,SPD,A,1,17
Tereza,Hyhová,SPD,A,1,17
Monika,Jarošová,SPD,A,1,17
Pavel,Jelínek,SPD,A,1,17
Jiøí,Kobza,SPD,A,1,17
Jiøí,Kohoutek,SPD,M,1,17
Radek,Koten,SPD,A,1,17
Jana,Levová,SPD,A,1,17
Karla,Maøíková,SPD,A,1,17
Ivana,Nevludová,SPD,A,1,17
Tomio,Okamura,SPD,A,1,17
Zdenìk,Podal,SPD,A,1,17
Miloslav,Rozner,SPD,A,1,17
Radek,Rozvoral,SPD,A,1,17
Lucie,Šafránková,SPD,A,1,17
Lubomír,Španìl,SPD,A,1,17
Radovan,Vích,SPD,A,1,17
Lubomír,Volnı,SPD,A,1,17
Jiøí,Bìhounek,ÈSSD,A,1,17
Jan,Birke,ÈSSD,M,1,17
Petr,Dolínek,ÈSSD,A,1,17
Jaroslav,Foldyna,ÈSSD,0,1,17
Alena,Gajdùšková,ÈSSD,A,1,17
Jan,Hamáèek,ÈSSD,A,1,17
Tomáš,Hanzel,ÈSSD,A,1,17
Milan,Chovanec,ÈSSD,M,1,17
Jan,Chvojka,ÈSSD,A,1,17
Roman,Onderka,ÈSSD,A,1,17
Bohuslav,Sobotka,ÈSSD,A,1,17
Antonín,Stanìk,ÈSSD,A,1,17
Kateøina,Valachová,ÈSSD,A,1,17
Ondøej,Veselı,ÈSSD,A,1,17
Lubomír,Zaorálek,ÈSSD,A,1,17
Hana,Aulická,KSÈM,A,1,17
Alexander,Èernı,KSÈM,A,1,17
Jiøí,Dolejš,KSÈM,A,1,17
Vojtìch,Filip,KSÈM,A,1,17
Miroslav,Grebeníèek,KSÈM,A,1,17
Stanislav,Grospiè,KSÈM,A,1,17
Vladimír,Koníèek,KSÈM,A,1,17
Pavel,Kováèik,KSÈM,M,1,17
Leo,Luzar,KSÈM,A,1,17
Kvìta,Matušovská,KSÈM,A,1,17
Zdenìk,Ondráèek,KSÈM,A,1,17
Daniel,Pawlas,KSÈM,A,1,17
Ivo,Pojeznı,KSÈM,A,1,17
Jiøí,Valenta,KSÈM,A,1,17
Miloslava,Vostrá,KSÈM,A,1,17
Jan,Bartošek,KDU-ÈSL,A,1,17
Pavel,Bìlobrádek,KDU-ÈSL,A,1,17
Ondøej,Benešík,KDU-ÈSL,A,1,17
Jan,Èiinskı,KDU-ÈSL,A,1,17
Pavla,Golasowská,KDU-ÈSL,A,1,17
Stanislav,Juránek,KDU-ÈSL,A,1,17
Marian,Jureèka,KDU-ÈSL,M,1,17
Vít,Kaòkovskı,KDU-ÈSL,A,1,17
Jiøí,Mihola,KDU-ÈSL,A,1,17
Marek,Vıbornı,KDU-ÈSL,A,1,17
Dominik,Feri,TOP09,A,1,17
Miroslav,Kalousek,TOP09,M,1,17
Helena,Langšádlová,TOP09,A,1,17
Markéta,Pekarová,TOP09,A,1,17
Karel,Schwarzenberg,TOP09,Z,1,17
František,Vácha,TOP09,M,1,17
Vlastimil,Válek,TOP09,A,1,17
Jan,Farskı,STAN,A,1,17
Petr,Gazdík,STAN,A,1,17
Vìra,Kováøová,STAN,A,1,17
Jana,Krutáková,STAN,A,1,17
Petr,Pávek,STAN,A,1,17
Vít,Rakušan,STAN,A,1,17
Vìra,Adámková,ANO,A,1,18
Andrej,Babiš,ANO,0,1,18
Andrea,Babišová,ANO,A,1,18
Margita,Balaštíková,ANO,A,1,18
Josef,Bìlica,ANO,A,1,18
Stanislav,Berkovec,ANO,A,1,18
Jiøí,Bláha,ANO,A,1,18
Richard,Brabec,ANO,A,1,18
Milan,Brázdil,ANO,Z,1,18
